,Start,End,Time Series Start,Time Series End,Unit,Fuel classification,Pmax available,Pmax available after the outage,Reason,Last updated
817,2020-05-06T11:32:00+02:00,2020-06-10T10:30:00+02:00,2020-05-06T11:32:00+02:00,2020-06-10T10:30:00+02:00,COO 4 T,WA,230.0,195.0,Overhaul,2020-06-11T02:34:00+02:00
818,2020-05-06T11:24:00+02:00,2020-05-06T20:10:00+02:00,2020-05-06T11:24:00+02:00,2020-05-06T20:10:00+02:00,Zelzate 2 Knippegroen,Other,315.0,190.0,Awaiting information,2020-05-06T20:11:00+02:00
819,2020-05-05T17:49:00+02:00,2020-05-05T21:04:00+02:00,2020-05-05T17:49:00+02:00,2020-05-05T21:04:00+02:00,DROGENBOS GT1,NG,150.0,108.85,Awaiting information,2020-05-05T21:04:00+02:00
820,2020-05-05T17:49:00+02:00,2020-05-05T21:04:00+02:00,2020-05-05T17:49:00+02:00,2020-05-05T21:04:00+02:00,DROGENBOS ST,NG,160.0,117.22,Awaiting information,2020-05-05T21:04:00+02:00
821,2020-05-05T11:48:00+02:00,2020-05-06T13:00:00+02:00,2020-05-05T11:48:00+02:00,2020-05-06T13:00:00+02:00,COO 5 T,WA,230.0,0.0,Awaiting information,2020-05-05T16:38:00+02:00
822,2020-05-05T10:31:00+02:00,2020-05-06T11:23:00+02:00,2020-05-05T10:31:00+02:00,2020-05-06T11:23:00+02:00,Zelzate 2 Knippegroen,Other,315.0,240.0,Awaiting information,2020-05-06T11:24:00+02:00
823,2020-05-05T03:01:00+02:00,2020-05-05T06:02:00+02:00,2020-05-05T03:01:00+02:00,2020-05-05T06:02:00+02:00,Zelzate 2 Knippegroen,Other,315.0,140.0,Fuel Supply Failure,2020-05-05T06:02:00+02:00
824,2020-05-04T08:44:00+02:00,2020-05-04T10:36:00+02:00,2020-05-04T08:44:00+02:00,2020-05-04T10:36:00+02:00,COO 6 T,WA,230.0,0.0,Awaiting information,2020-05-04T10:36:00+02:00
825,2020-05-04T03:00:00+02:00,2020-05-07T04:12:00+02:00,2020-05-04T03:00:00+02:00,2020-05-07T04:12:00+02:00,Lillo Degussa GT2,NG,32.0,0.0,Technical failure,2020-05-07T09:42:00+02:00
826,2020-05-04T00:23:00+02:00,2020-05-04T08:46:00+02:00,2020-05-04T00:23:00+02:00,2020-05-04T08:46:00+02:00,DROGENBOS ST,NG,160.0,127.75,Technical failure,2020-05-04T08:47:00+02:00
827,2020-05-03T20:54:00+02:00,2020-05-04T00:20:00+02:00,2020-05-03T20:54:00+02:00,2020-05-04T00:20:00+02:00,DROGENBOS ST,NG,160.0,104.66,Awaiting information,2020-05-04T00:22:00+02:00
828,2020-05-03T20:54:00+02:00,2020-05-04T00:20:00+02:00,2020-05-03T20:54:00+02:00,2020-05-04T00:20:00+02:00,DROGENBOS GT1,NG,150.0,115.41,Awaiting information,2020-05-04T00:22:00+02:00
829,2020-05-03T20:54:00+02:00,2020-05-04T00:20:00+02:00,2020-05-03T20:54:00+02:00,2020-05-04T00:20:00+02:00,DROGENBOS GT2,NG,150.0,115.41,Awaiting information,2020-05-04T00:22:00+02:00
830,2020-05-01T20:40:00+02:00,2020-05-02T00:59:00+02:00,2020-05-01T20:40:00+02:00,2020-05-02T00:59:00+02:00,Schaerbeek Siomab ST2,Other,15.0,0.0,Awaiting information,2020-07-23T15:03:00+02:00
831,2020-05-01T20:39:00+02:00,2020-05-02T00:59:00+02:00,2020-05-01T20:39:00+02:00,2020-05-02T00:59:00+02:00,Schaerbeek Siomab ST1,Other,15.0,0.0,Awaiting information,2020-05-01T20:40:00+02:00
832,2020-04-30T18:13:00+02:00,2020-05-09T00:59:00+02:00,2020-04-30T18:13:00+02:00,2020-05-09T00:59:00+02:00,Zeebrugge 2 Fluxys,NG,40.0,0.0,Technical failure,2020-04-30T18:16:00+02:00
833,2020-04-30T15:52:00+02:00,2020-04-30T18:00:00+02:00,2020-04-30T15:52:00+02:00,2020-04-30T18:00:00+02:00,COO 5 T,WA,230.0,0.0,Awaiting information,2020-04-30T17:02:00+02:00
834,2020-04-29T17:44:00+02:00,2020-04-30T05:00:00+02:00,2020-04-29T17:44:00+02:00,2020-04-30T05:00:00+02:00,Zelzate 2 Knippegroen,Other,315.0,210.0,Fuel Supply Failure,2020-04-30T00:11:00+02:00
835,2020-04-27T21:15:00+02:00,2020-04-28T00:59:00+02:00,2020-04-27T21:15:00+02:00,2020-04-28T00:59:00+02:00,Lanaken Sappi,NG,43.0,21.0,Awaiting information,2020-04-27T21:15:00+02:00
836,2020-04-26T19:30:00+02:00,2020-04-26T21:00:00+02:00,2020-04-26T19:30:00+02:00,2020-04-26T21:00:00+02:00,Amercoeur 1 R ST,NG,162.0,0.0,Awaiting information,2020-04-26T19:31:00+02:00
837,2020-04-26T19:30:00+02:00,2020-04-26T21:00:00+02:00,2020-04-26T19:30:00+02:00,2020-04-26T21:00:00+02:00,Amercoeur 1 R GT,NG,289.0,0.0,Awaiting information,2020-04-26T19:30:00+02:00
838,2020-04-26T02:57:00+02:00,2020-04-26T04:59:00+02:00,2020-04-26T02:57:00+02:00,2020-04-26T04:59:00+02:00,Zelzate 2 Knippegroen,Other,315.0,270.0,Fuel Supply Failure,2020-04-26T05:00:00+02:00
839,2020-04-25T10:37:00+02:00,2020-04-30T17:00:00+02:00,2020-04-25T10:37:00+02:00,2020-04-30T17:00:00+02:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Awaiting information,2020-04-27T11:10:00+02:00
840,2020-04-24T04:44:00+02:00,2020-04-24T16:00:00+02:00,2020-04-24T04:44:00+02:00,2020-04-24T16:00:00+02:00,Zelzate 2 Knippegroen,Other,315.0,250.0,Awaiting information,2020-04-24T12:14:00+02:00
841,2020-04-23T03:34:00+02:00,2020-04-23T09:34:00+02:00,2020-04-23T03:34:00+02:00,2020-04-23T09:34:00+02:00,Zelzate 2 Knippegroen,Other,315.0,250.0,Awaiting information,2020-04-23T03:34:00+02:00
842,2020-04-22T20:14:00+02:00,2020-04-22T21:19:00+02:00,2020-04-22T20:14:00+02:00,2020-04-22T21:19:00+02:00,COO 6 T,WA,230.0,0.0,Awaiting information,2020-04-22T21:19:00+02:00
843,2020-04-22T08:27:00+02:00,2020-04-22T13:01:00+02:00,2020-04-22T08:27:00+02:00,2020-04-22T13:01:00+02:00,Zelzate 2 Knippegroen,Other,315.0,175.0,Fuel Supply Failure,2020-04-22T10:52:00+02:00
844,2020-04-22T04:47:00+02:00,2020-04-22T05:49:00+02:00,2020-04-22T04:47:00+02:00,2020-04-22T05:49:00+02:00,Lillo Degussa GT2,NG,32.0,0.0,Awaiting information,2020-04-22T05:49:00+02:00
845,2020-04-21T18:37:00+02:00,2020-04-21T22:32:00+02:00,2020-04-21T18:37:00+02:00,2020-04-21T22:32:00+02:00,Zelzate 2 Knippegroen,Other,315.0,120.0,Awaiting information,2020-04-21T22:32:00+02:00
846,2020-04-20T15:40:00+02:00,2020-04-20T20:36:00+02:00,2020-04-20T15:40:00+02:00,2020-04-20T20:36:00+02:00,Zelzate 2 Knippegroen,Other,315.0,200.0,Awaiting information,2020-04-20T20:36:00+02:00
847,2020-04-20T13:37:00+02:00,2020-04-20T14:45:00+02:00,2020-04-20T13:37:00+02:00,2020-04-20T14:45:00+02:00,Zelzate 2 Knippegroen,Other,315.0,120.0,Fuel Supply Failure,2020-04-20T13:38:00+02:00
848,2020-04-19T11:56:00+02:00,2020-04-20T13:37:00+02:00,2020-04-19T11:56:00+02:00,2020-04-20T13:37:00+02:00,Zelzate 2 Knippegroen,Other,315.0,270.0,Fuel Supply Failure,2020-04-20T13:37:00+02:00
849,2020-04-18T13:36:00+02:00,2020-04-19T08:00:00+02:00,2020-04-18T13:36:00+02:00,2020-04-19T08:00:00+02:00,Zelzate 2 Knippegroen,Other,315.0,250.0,Fuel Supply Failure,2020-04-18T13:37:00+02:00
850,2020-04-17T16:16:00+02:00,2020-04-17T18:00:00+02:00,2020-04-17T16:16:00+02:00,2020-04-17T18:00:00+02:00,RODENHUIZE 4,Other,268.0,0.0,Awaiting information,2020-04-17T16:49:00+02:00
851,2020-04-17T09:15:00+02:00,2020-04-18T13:36:00+02:00,2020-04-17T09:15:00+02:00,2020-04-18T13:36:00+02:00,Zelzate 2 Knippegroen,Other,315.0,200.0,Fuel Supply Failure,2020-04-18T13:36:00+02:00
852,2020-04-16T15:38:00+02:00,2020-04-17T18:00:00+02:00,2020-04-16T15:38:00+02:00,2020-04-17T18:00:00+02:00,Amercoeur 1 R ST,NG,162.0,0.0,Awaiting information,2020-04-17T17:26:00+02:00
853,2020-04-16T15:38:00+02:00,2020-04-17T18:00:00+02:00,2020-04-16T15:38:00+02:00,2020-04-17T18:00:00+02:00,Amercoeur 1 R GT,NG,289.0,0.0,Awaiting information,2020-04-17T17:26:00+02:00
854,2020-04-15T09:00:00+02:00,2020-04-16T13:18:00+02:00,2020-04-15T09:00:00+02:00,2020-04-16T13:18:00+02:00,Lillo Degussa ST,NG,10.0,0.0,Awaiting information,2020-04-16T13:18:00+02:00
855,2020-04-15T00:25:00+02:00,2020-04-16T08:28:00+02:00,2020-04-15T00:25:00+02:00,2020-04-16T08:28:00+02:00,Lillo Degussa GT2,NG,32.0,0.0,Awaiting information,2020-04-16T08:28:00+02:00
856,2020-04-14T19:06:00+02:00,2020-04-15T20:22:00+02:00,2020-04-14T19:06:00+02:00,2020-04-15T20:22:00+02:00,Aalst Syral GT,NG,43.0,0.0,Awaiting information,2020-04-15T20:22:00+02:00
857,2020-04-13T10:50:00+02:00,2020-04-14T18:26:00+02:00,2020-04-13T10:50:00+02:00,2020-04-14T18:26:00+02:00,Aalst Syral GT,NG,43.0,0.0,Awaiting information,2020-04-14T18:27:00+02:00
858,2020-04-12T14:08:00+02:00,2020-04-12T19:27:00+02:00,2020-04-12T14:08:00+02:00,2020-04-12T19:27:00+02:00,Zelzate 2 Knippegroen,Other,315.0,225.0,Awaiting information,2020-04-12T19:28:00+02:00
859,2020-04-12T07:16:00+02:00,2020-04-12T13:00:00+02:00,2020-04-12T07:16:00+02:00,2020-04-12T13:00:00+02:00,Zelzate 2 Knippegroen,Other,315.0,225.0,Awaiting information,2020-04-12T09:23:00+02:00
860,2020-04-11T14:28:00+02:00,2020-04-13T00:59:00+02:00,2020-04-11T14:28:00+02:00,2020-04-13T00:59:00+02:00,RODENHUIZE 4,Other,268.0,85.0,Fuel Supply Failure,2020-04-12T20:30:00+02:00
861,2020-04-02T11:33:00+02:00,2020-04-06T20:00:00+02:00,2020-04-02T11:33:00+02:00,2020-04-06T20:00:00+02:00,Scheldelaan Exxonmobil,NG,140.0,0.0,Awaiting information,2020-04-06T19:00:00+02:00
862,2020-04-02T09:30:00+02:00,2020-04-02T11:33:00+02:00,2020-04-02T09:30:00+02:00,2020-04-02T11:33:00+02:00,Scheldelaan Exxonmobil,NG,140.0,10.0,Awaiting information,2020-04-02T11:33:00+02:00
863,2020-04-02T03:40:00+02:00,2020-04-03T03:38:00+02:00,2020-04-02T03:40:00+02:00,2020-04-03T03:38:00+02:00,Zelzate 2 Knippegroen,Other,315.0,220.0,Fuel Supply Failure,2020-04-03T03:38:00+02:00
864,2020-03-31T11:54:00+02:00,2020-03-31T16:22:00+02:00,2020-03-31T11:54:00+02:00,2020-03-31T16:22:00+02:00,Lillo Degussa GT1,NG,43.0,0.0,Awaiting information,2020-03-31T16:22:00+02:00
865,2020-03-31T01:00:00+02:00,2020-03-31T16:14:00+02:00,2020-03-31T01:00:00+02:00,2020-03-31T16:14:00+02:00,HERDERSBRUG GT1,NG,157.0,0.0,Awaiting information,2020-03-31T16:15:00+02:00
866,2020-03-31T01:00:00+02:00,2020-03-31T16:14:00+02:00,2020-03-31T01:00:00+02:00,2020-03-31T16:14:00+02:00,HERDERSBRUG ST,NG,167.0,68.23,Technical failure,2020-03-31T16:15:00+02:00
867,2020-03-31T01:00:00+02:00,2020-03-31T16:14:00+02:00,2020-03-31T01:00:00+02:00,2020-03-31T16:14:00+02:00,HERDERSBRUG GT2,NG,156.3,135.0,Technical failure,2020-03-31T16:15:00+02:00
868,2020-03-31T01:00:00+02:00,2020-04-01T05:00:00+02:00,2020-03-31T01:00:00+02:00,2020-04-01T05:00:00+02:00,Marcinelle Energie (Carsid),NG,413.0,0.0,Technical Failure,2020-03-30T12:23:00+02:00
869,2020-03-31T01:00:00+02:00,2020-04-01T00:59:00+02:00,2020-03-31T01:00:00+02:00,2020-04-01T00:59:00+02:00,Marcinelle Energie (Carsid),NG,413.0,0.0,Technical Failure,2020-03-30T12:01:00+02:00
870,2020-03-30T11:37:00+02:00,2020-03-31T00:59:00+02:00,2020-03-30T11:37:00+02:00,2020-03-31T00:59:00+02:00,Zelzate 2 Knippegroen,Other,315.0,200.0,Fuel Supply Failure,2020-03-30T15:35:00+02:00
871,2020-03-30T10:30:00+02:00,2020-03-30T16:13:00+02:00,2020-03-30T10:30:00+02:00,2020-03-30T16:13:00+02:00,Lillo Degussa GT1,NG,43.0,0.0,Awaiting information,2020-03-30T16:13:00+02:00
872,2020-03-28T21:43:00+01:00,2020-03-31T02:50:00+02:00,2020-03-28T21:43:00+01:00,2020-03-31T02:50:00+02:00,AWIRS 4,Other,95.0,0.0,Awaiting information,2020-03-31T02:50:00+02:00
873,2020-03-23T11:17:00+01:00,2020-03-27T11:21:00+01:00,2020-03-23T11:17:00+01:00,2020-03-27T11:21:00+01:00,Zedelgem TJ,LF,18.0,0.0,Awaiting information,2020-03-27T11:21:00+01:00
874,2020-03-22T18:34:00+01:00,2020-03-22T22:05:00+01:00,2020-03-22T18:34:00+01:00,2020-03-22T22:05:00+01:00,Lanaken Sappi,NG,43.0,0.0,Awaiting information,2020-03-22T22:05:00+01:00
875,2020-03-12T18:54:00+01:00,2020-03-12T19:57:00+01:00,2020-03-12T18:54:00+01:00,2020-03-12T19:57:00+01:00,Lillo Degussa GT2,NG,32.0,0.0,Awaiting information,2020-03-12T19:57:00+01:00
876,2020-03-09T00:00:00+01:00,2020-03-12T18:00:00+01:00,2020-03-09T00:00:00+01:00,2020-03-12T18:00:00+01:00,Wilrijk Isvag,Other,12.0,0.0,Overhaul,2020-03-12T18:00:00+01:00
877,2020-03-04T13:00:00+01:00,2020-03-04T15:00:00+01:00,2020-03-04T13:00:00+01:00,2020-03-04T15:00:00+01:00,COO 3 T,WA,158.0,0.0,Technical failure,2020-03-04T12:17:00+01:00
878,2020-03-03T18:05:00+01:00,2020-03-03T23:16:00+01:00,2020-03-03T18:05:00+01:00,2020-03-03T23:16:00+01:00,Lanaken Sappi,NG,43.0,21.0,Awaiting information,2020-03-03T23:16:00+01:00
879,2020-02-29T10:00:00+01:00,2020-02-29T16:32:00+01:00,2020-02-29T10:00:00+01:00,2020-02-29T16:32:00+01:00,Lillo Degussa GT1,NG,43.0,0.0,Awaiting information,2020-02-29T16:32:00+01:00
880,2020-02-29T01:00:00+01:00,2020-02-29T12:30:00+01:00,2020-02-29T01:00:00+01:00,2020-02-29T12:30:00+01:00,RODENHUIZE 4,Other,268.0,100.0,Test,2020-03-02T13:43:00+01:00
881,2020-02-28T15:06:00+01:00,2020-02-28T16:56:00+01:00,2020-02-28T15:06:00+01:00,2020-02-28T16:56:00+01:00,Zelzate 2 Knippegroen,Other,315.0,150.0,Fuel Supply Failure,2020-02-28T16:57:00+01:00
882,2020-02-27T16:48:00+01:00,2020-03-13T14:58:00+01:00,2020-02-27T16:48:00+01:00,2020-03-13T14:58:00+01:00,Oud-Lillo Monsanto,NG,43.0,0.0,Awaiting information,2020-03-13T14:58:00+01:00
883,2020-02-27T12:47:00+01:00,2020-02-27T16:08:00+01:00,2020-02-27T12:47:00+01:00,2020-02-27T16:08:00+01:00,Lanaken Sappi,NG,43.0,21.0,Restricted to heat delivery,2020-02-27T16:08:00+01:00
884,2020-02-27T08:36:00+01:00,2020-02-27T12:00:00+01:00,2020-02-27T08:36:00+01:00,2020-02-27T12:00:00+01:00,Oud-Lillo Monsanto,NG,43.0,0.0,Awaiting information,2020-02-27T08:37:00+01:00
885,2020-02-25T20:55:00+01:00,2020-03-08T09:00:00+01:00,2020-02-25T20:55:00+01:00,2020-03-08T09:00:00+01:00,HERDERSBRUG GT2,NG,156.3,140.0,Technical failure,2020-03-06T10:00:00+01:00
886,2020-02-24T19:44:00+01:00,2020-02-24T21:44:00+01:00,2020-02-24T19:44:00+01:00,2020-02-24T21:44:00+01:00,Zelzate 2 Knippegroen,Other,315.0,220.0,Fuel Supply Failure,2020-02-24T19:44:00+01:00
887,2020-02-24T10:32:00+01:00,2020-02-24T12:00:00+01:00,2020-02-24T10:32:00+01:00,2020-02-24T12:00:00+01:00,COO 3 T,WA,158.0,0.0,Overhaul,2020-02-24T10:33:00+01:00
888,2020-02-22T00:15:00+01:00,2020-02-24T08:00:00+01:00,2020-02-22T00:15:00+01:00,2020-02-24T08:00:00+01:00,RINGVAART STEG,NG,385.0,0.0,Not provided,2020-02-22T19:17:00+01:00
889,2020-02-18T06:58:00+01:00,2020-02-18T23:59:00+01:00,2020-02-18T06:58:00+01:00,2020-02-18T23:59:00+01:00,AWIRS 4,Other,95.0,50.0,Awaiting information,2020-02-18T06:59:00+01:00
890,2020-02-17T09:30:00+01:00,2020-02-17T10:35:00+01:00,2020-02-17T09:30:00+01:00,2020-02-17T10:35:00+01:00,COO 2 T,WA,158.0,0.0,Overhaul,2020-02-17T09:42:00+01:00
891,2020-02-16T18:19:00+01:00,2020-02-25T20:41:00+01:00,2020-02-16T18:19:00+01:00,2020-02-25T20:41:00+01:00,HERDERSBRUG GT2,NG,156.3,140.0,Technical failure,2020-03-05T17:06:00+01:00
892,2020-02-16T14:08:00+01:00,2020-02-16T18:19:00+01:00,2020-02-16T14:08:00+01:00,2020-02-16T18:19:00+01:00,HERDERSBRUG GT2,NG,156.3,0.0,Awaiting information,2020-02-16T18:20:00+01:00
893,2020-02-16T14:08:00+01:00,2020-02-16T18:19:00+01:00,2020-02-16T14:08:00+01:00,2020-02-16T18:19:00+01:00,HERDERSBRUG ST,NG,167.0,72.84,Technical failure,2020-03-05T17:06:00+01:00
894,2020-02-16T01:35:00+01:00,2020-02-16T05:25:00+01:00,2020-02-16T01:35:00+01:00,2020-02-16T05:25:00+01:00,Zelzate 2 Knippegroen,Other,315.0,240.0,Awaiting information,2020-02-16T05:25:00+01:00
895,2020-02-15T06:30:00+01:00,2020-02-16T23:59:00+01:00,2020-02-15T06:30:00+01:00,2020-02-16T23:59:00+01:00,AWIRS 4,Other,95.0,65.0,Awaiting information,2020-02-16T13:41:00+01:00
896,2020-02-14T13:26:00+01:00,2020-02-15T18:11:00+01:00,2020-02-14T13:26:00+01:00,2020-02-15T18:11:00+01:00,SAINT-GHISLAIN STEG,NG,350.0,0.0,Technical failure,2020-02-15T18:11:00+01:00
897,2020-02-14T11:30:00+01:00,2020-02-14T14:08:00+01:00,2020-02-14T11:30:00+01:00,2020-02-14T14:08:00+01:00,COO 3 T,WA,158.0,0.0,Overhaul,2020-02-14T14:08:00+01:00
898,2020-02-13T20:00:00+01:00,2020-03-31T01:00:00+02:00,2020-02-13T20:00:00+01:00,2020-03-31T01:00:00+02:00,HERDERSBRUG GT1,NG,157.0,145.0,Technical failure,2020-03-31T00:50:00+02:00
899,2020-02-13T11:15:00+01:00,2020-02-13T15:00:00+01:00,2020-02-13T11:15:00+01:00,2020-02-13T15:00:00+01:00,COO 2 T,WA,158.0,0.0,Overhaul,2020-02-13T14:27:00+01:00
900,2020-02-13T06:00:00+01:00,2020-02-13T20:00:00+01:00,2020-02-13T06:00:00+01:00,2020-02-13T20:00:00+01:00,HERDERSBRUG GT1,NG,157.0,140.0,Overhaul,2020-03-05T17:06:00+01:00
901,2020-02-12T08:00:00+01:00,2020-02-12T16:00:00+01:00,2020-02-12T08:00:00+01:00,2020-02-12T16:00:00+01:00,Lanaken Sappi,NG,43.0,22.0,Restricted to heat delivery,2020-02-12T17:25:00+01:00
902,2020-02-12T05:00:00+01:00,2020-02-12T12:00:00+01:00,2020-02-12T05:00:00+01:00,2020-02-12T12:00:00+01:00,Marcinelle Energie (Carsid),NG,413.0,0.0,Technical Failure,2020-02-12T11:07:00+01:00
903,2020-02-11T10:00:00+01:00,2020-02-16T14:08:00+01:00,2020-02-11T10:00:00+01:00,2020-02-16T14:08:00+01:00,HERDERSBRUG GT2,NG,156.3,140.0,Technical failure,2020-03-05T17:06:00+01:00
904,2020-02-11T08:04:00+01:00,2020-02-12T08:00:00+01:00,2020-02-11T08:04:00+01:00,2020-02-12T08:00:00+01:00,Lanaken Sappi,NG,43.0,21.0,Awaiting information,2020-02-11T08:04:00+01:00
905,2020-02-10T16:05:00+01:00,2020-02-11T10:00:00+01:00,2020-02-10T16:05:00+01:00,2020-02-11T10:00:00+01:00,HERDERSBRUG ST,NG,167.0,72.84,Technical failure,2020-03-05T17:06:00+01:00
906,2020-02-10T16:05:00+01:00,2020-02-11T10:00:00+01:00,2020-02-10T16:05:00+01:00,2020-02-11T10:00:00+01:00,HERDERSBRUG GT2,NG,156.3,0.0,Technical failure,2020-02-10T16:06:00+01:00
907,2020-02-09T12:00:00+01:00,2020-02-10T14:58:00+01:00,2020-02-09T12:00:00+01:00,2020-02-10T14:58:00+01:00,DROGENBOS ST,NG,160.0,0.0,Awaiting information,2020-02-10T14:58:00+01:00
908,2020-02-09T12:00:00+01:00,2020-02-10T14:58:00+01:00,2020-02-09T12:00:00+01:00,2020-02-10T14:58:00+01:00,DROGENBOS GT2,NG,150.0,0.0,Awaiting information,2020-02-10T14:58:00+01:00
909,2020-02-09T12:00:00+01:00,2020-02-10T14:58:00+01:00,2020-02-09T12:00:00+01:00,2020-02-10T14:58:00+01:00,DROGENBOS GT1,NG,150.0,0.0,Awaiting information,2020-02-10T14:58:00+01:00
910,2020-02-07T10:00:00+01:00,2020-02-07T18:23:00+01:00,2020-02-07T10:00:00+01:00,2020-02-07T18:23:00+01:00,Zelzate 2 Knippegroen,Other,315.0,230.0,Fuel Supply Failure,2020-02-07T18:23:00+01:00
911,2020-02-07T00:00:00+01:00,2020-04-17T10:00:00+02:00,2020-02-07T00:00:00+01:00,2020-04-17T10:00:00+02:00,COO 6 T,WA,230.0,195.0,Overhaul,2020-05-04T10:22:00+02:00
912,2020-02-07T00:00:00+01:00,2020-05-06T11:18:00+02:00,2020-02-07T00:00:00+01:00,2020-05-06T11:18:00+02:00,COO 4 T,WA,230.0,195.0,Overhaul,2020-05-06T11:28:00+02:00
913,2020-02-07T00:00:00+01:00,2020-02-14T07:00:00+01:00,2020-02-07T00:00:00+01:00,2020-02-14T07:00:00+01:00,COO 5 T,WA,230.0,195.0,Overhaul,2020-05-04T10:23:00+02:00
914,2020-02-06T12:34:00+01:00,2020-02-10T16:05:00+01:00,2020-02-06T12:34:00+01:00,2020-02-10T16:05:00+01:00,HERDERSBRUG GT2,NG,156.3,140.0,Technical failure,2020-03-05T17:06:00+01:00
915,2020-02-06T02:58:00+01:00,2020-02-06T05:20:00+01:00,2020-02-06T02:58:00+01:00,2020-02-06T05:20:00+01:00,DROGENBOS GT1,NG,150.0,0.0,Awaiting information,2020-02-06T05:20:00+01:00
916,2020-02-05T05:00:00+01:00,2020-02-05T12:00:00+01:00,2020-02-05T05:00:00+01:00,2020-02-05T12:00:00+01:00,Marcinelle Energie (Carsid),NG,413.0,0.0,Technical Failure,2020-02-05T08:37:00+01:00
917,2020-01-30T12:53:00+01:00,2020-01-31T11:54:00+01:00,2020-01-30T12:53:00+01:00,2020-01-31T11:54:00+01:00,DROGENBOS GT1,NG,150.0,0.0,Awaiting information,2020-01-31T11:55:00+01:00
918,2020-01-29T14:01:00+01:00,2020-02-05T17:03:00+01:00,2020-01-29T14:01:00+01:00,2020-02-05T17:03:00+01:00,Oud-Lillo Monsanto,NG,43.0,0.0,Awaiting information,2020-02-05T17:03:00+01:00
919,2020-01-29T10:48:00+01:00,2020-01-29T13:49:00+01:00,2020-01-29T10:48:00+01:00,2020-01-29T13:49:00+01:00,Oud-Lillo Monsanto,NG,43.0,0.0,Start delay,2020-01-29T13:50:00+01:00
920,2020-01-29T10:00:00+01:00,2020-01-29T16:28:00+01:00,2020-01-29T10:00:00+01:00,2020-01-29T16:28:00+01:00,COO 5 T,WA,230.0,0.0,Overhaul,2020-01-29T16:28:00+01:00
921,2020-01-29T10:00:00+01:00,2020-01-29T16:28:00+01:00,2020-01-29T10:00:00+01:00,2020-01-29T16:28:00+01:00,COO 4 T,WA,230.0,0.0,Overhaul,2020-01-29T16:29:00+01:00
922,2020-01-29T10:00:00+01:00,2020-01-29T16:28:00+01:00,2020-01-29T10:00:00+01:00,2020-01-29T16:28:00+01:00,COO 1 T,WA,158.0,0.0,Overhaul,2020-01-29T16:28:00+01:00
923,2020-01-28T00:15:00+01:00,2020-01-29T00:00:00+01:00,2020-01-28T00:15:00+01:00,2020-01-29T00:00:00+01:00,SERAING TV,NG,170.0,0.0,Not provided,2020-01-27T10:25:00+01:00
924,2020-01-28T00:15:00+01:00,2020-01-29T00:00:00+01:00,2020-01-28T00:15:00+01:00,2020-01-29T00:00:00+01:00,EDF Luminus Seraing GT1,NG,150.0,0.0,Not provided,2020-01-27T10:25:00+01:00
925,2020-01-28T00:15:00+01:00,2020-01-29T00:00:00+01:00,2020-01-28T00:15:00+01:00,2020-01-29T00:00:00+01:00,EDF Luminus Seraing GT2,NG,150.0,0.0,Not provided,2020-01-27T10:25:00+01:00
926,2020-01-26T03:00:00+01:00,2020-01-26T04:15:00+01:00,2020-01-26T03:00:00+01:00,2020-01-26T04:15:00+01:00,SERAING TV,NG,170.0,0.0,Not provided,2020-01-26T04:34:00+01:00
927,2020-01-26T03:00:00+01:00,2020-01-26T05:00:00+01:00,2020-01-26T03:00:00+01:00,2020-01-26T05:00:00+01:00,EDF Luminus Seraing GT1,NG,150.0,0.0,Not provided,2020-01-26T03:01:00+01:00
928,2020-01-24T18:30:00+01:00,2020-01-24T23:59:00+01:00,2020-01-24T18:30:00+01:00,2020-01-24T23:59:00+01:00,Oorderen Bayer,NG,43.0,0.0,Awaiting information,2020-01-24T18:31:00+01:00
929,2020-01-24T17:16:00+01:00,2020-01-24T18:30:00+01:00,2020-01-24T17:16:00+01:00,2020-01-24T18:30:00+01:00,Zelzate 2 Knippegroen,Other,315.0,150.0,Awaiting information,2020-01-24T17:17:00+01:00
930,2020-01-24T00:15:00+01:00,2020-01-25T00:00:00+01:00,2020-01-24T00:15:00+01:00,2020-01-25T00:00:00+01:00,EDF Luminus Seraing GT2,NG,150.0,0.0,Not provided,2020-01-23T11:05:00+01:00
931,2020-01-24T00:15:00+01:00,2020-01-25T00:00:00+01:00,2020-01-24T00:15:00+01:00,2020-01-25T00:00:00+01:00,SERAING TV,NG,170.0,0.0,Not provided,2020-01-23T11:06:00+01:00
932,2020-01-24T00:15:00+01:00,2020-01-25T00:00:00+01:00,2020-01-24T00:15:00+01:00,2020-01-25T00:00:00+01:00,EDF Luminus Seraing GT1,NG,150.0,0.0,Not provided,2020-01-23T11:05:00+01:00
933,2020-01-23T00:15:00+01:00,2020-01-24T00:00:00+01:00,2020-01-23T00:15:00+01:00,2020-01-24T00:00:00+01:00,EDF Luminus Seraing GT1,NG,150.0,0.0,Not provided,2020-01-22T11:19:00+01:00
934,2020-01-23T00:15:00+01:00,2020-01-24T00:00:00+01:00,2020-01-23T00:15:00+01:00,2020-01-24T00:00:00+01:00,SERAING TV,NG,170.0,0.0,Not provided,2020-01-22T11:24:00+01:00
935,2020-01-23T00:15:00+01:00,2020-01-24T00:00:00+01:00,2020-01-23T00:15:00+01:00,2020-01-24T00:00:00+01:00,EDF Luminus Seraing GT2,NG,150.0,0.0,Not provided,2020-01-22T11:24:00+01:00
